Num;Sentence;subj_verb_obj;V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;V29;V30;V31;V32;V33;V34;V35;V36;V37;V38;V39;V40;V41;V42;V43;V44;V45;V46;V47;V48;V49;V50;V51;V52;V53;V54;V55;V56;V57;V58;V59;V60;V61;V62;V63;V64;V65;V66;V67;V68;V69;V70;V71;V72;V73;V74;V75;V76;V77;V78;V79;V80;V81;V82;V83;V84;V85;V86;V87;V88;V89;V90
25;The.baseball.broke.the.window.;baseball.broke.window;0.686654;-0.0486563;0.0269865;-0.0234384;0.0348211;-0.00276805;-0.0454109;-0.178046;-0.0212342;0.161434;-0.0840313;0.0346869;-0.0839489;0.0794056;-5.75496e-05;-0.0066129;-0.0252142;0.0492982;-0.0502939;-0.0574183;0.0229674;0.00611969;0.00465848;-0.0228356;0.00497437;-0.0475195;0.0116999;-0.00263654;-0.00925803;0.0169539;0.592551;-0.253598;-0.339088;0.0414764;-0.129422;-0.143416;0.0748954;-0.12332;-0.018647;0.0837783;0.0807574;-0.0406099;-0.0241478;-0.10859;-0.0337665;0.00484278;-0.17435;-0.0624902;-0.025702;-0.0835396;0.0589615;-0.124169;0.0292501;0.022185;0.000308013;-0.0589485;-0.065089;-0.0179672;-0.0032958;0.0506847;0.587674;-0.194855;0.18106;0.0269204;-0.0745669;0.0937674;0.0517871;-0.183177;0.0268198;0.138875;-0.0368631;-0.0243185;-0.0317383;-0.00912655;0.0717731;-0.0611844;-0.0560058;0.0208812;0.00125306;0.045236;-0.0162237;-0.0158587;-0.0245935;0.0765338;-0.0246915;0.0249289;0.00741728;-0.0516576;0.0386503;-0.0166328
26;The.baseball.was.in.the.office.;baseball.was.;0.686654;-0.0486563;0.0269865;-0.0234384;0.0348211;-0.00276805;-0.0454109;-0.178046;-0.0212342;0.161434;-0.0840313;0.0346869;-0.0839489;0.0794056;-5.75496e-05;-0.0066129;-0.0252142;0.0492982;-0.0502939;-0.0574183;0.0229674;0.00611969;0.00465848;-0.0228356;0.00497437;-0.0475195;0.0116999;-0.00263654;-0.00925803;0.0169539;0.606418;-0.163899;-0.23734;0.013636;-0.195265;-0.164073;-0.0426718;-0.264093;-0.047737;0.187805;0.168008;-0.104679;-0.0687691;-0.106101;0.103015;0.0141193;-0.276659;-0.107922;0.00954951;0.00349804;0.0626576;-0.0889314;0.0419047;0.0352784;0.0106005;-0.03506;-0.0624243;-0.0526197;-0.0236216;-0.00410861;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;The.beach.was.empty.;beach.was.empty;0.663198;-0.0210581;0.119781;-0.0812856;-0.120939;-0.0783721;0.0199176;-0.0974682;0.0130827;0.111835;-0.0191142;0.0769957;-0.163957;-0.0683067;0.00434081;-0.0228877;0.0332855;0.0800816;-0.0465988;-0.0049206;0.00287649;0.00035572;0.0150126;-0.014933;-0.0869611;0.00876713;0.0599157;-0.0362822;-0.00617301;0.0104862;0.606418;-0.163899;-0.23734;0.013636;-0.195265;-0.164073;-0.0426718;-0.264093;-0.047737;0.187805;0.168008;-0.104679;-0.0687691;-0.106101;0.103015;0.0141193;-0.276659;-0.107922;0.00954951;0.00349804;0.0626576;-0.0889314;0.0419047;0.0352784;0.0106005;-0.03506;-0.0624243;-0.0526197;-0.0236216;-0.00410861;0.663883;-0.218067;-0.179351;0.147306;0.0478421;0.127421;0.0713987;0.0386252;-0.0128453;0.0268082;0.0287504;-0.0568252;-0.0670657;0.108266;-0.0410618;-0.0369487;0.0232293;0.13756;-0.015072;0.0951275;-0.0753684;0.0507252;-0.00252362;0.176409;-0.0407424;-0.0220616;-0.00610649;-0.069423;-0.0463452;-0.000364266
28;The.bicycle.blocked.the.green.door.;bicycle.blocked.door;0.75247;-0.136266;0.0956776;-0.042355;0.0185919;0.00871799;-0.00125164;-0.139901;0.00317074;0.115193;-0.156974;0.00575751;-0.0112765;0.00292269;0.0317737;-0.0336158;0.00965308;-0.019412;0.0154749;-0.0459644;0.0363471;0.048372;0.0227769;-0.0360155;0.00343953;-0.0239003;-0.00616688;0.00833466;0.0352346;0.0387238;0.636915;-0.255688;-0.380047;0.162112;0.0302984;0.045314;0.189688;0.047188;-0.122676;0.028301;0.0408042;-0.0726428;-0.108263;0.0522174;0.0354361;-0.0553197;0.0903138;0.0651178;0.0212687;-0.0338112;0.00288091;-0.0638105;-0.00803188;-0.0818393;-0.0399085;0.0111031;-0.023657;-0.0124337;0.0429575;-0.00221916;0.683204;-0.219502;0.173224;-0.0268883;-0.0602903;0.0813565;0.0755946;-0.134463;0.0721205;0.131447;0.0147463;0.0657772;-0.0336454;-0.065918;-0.0644671;-0.0589965;-0.0688766;0.144046;-0.0126317;0.0101808;0.00168808;0.0544628;-0.0201808;-0.014224;-0.0599216;0.0257603;-0.0701797;-0.0441066;0.0760558;0.0112222
29;The.big.horse.drank.from.the.lake.;horse.drank.;0.661386;-0.103029;0.0456819;-0.0557617;0.00165797;0.00171815;0.0340878;-0.175396;-0.0305096;0.208961;-0.154192;0.0756717;0.039938;-0.0548942;-0.0934643;0.0797888;-0.0533213;0.0971392;-0.116304;0.170998;0.0180227;-0.061098;0.0356712;-0.140282;-0.102932;0.00534502;0.101039;-0.00165509;0.0111764;0.0560336;0.529736;-0.181238;-0.364607;0.0118253;-0.148062;-0.208069;0.0137482;-0.0629204;-0.0212522;-0.0154286;0.0978838;-0.0321999;0.0697384;-0.208878;-0.143362;-0.0242244;-0.0873905;-0.100368;-0.0758589;-0.139414;0.0763592;-0.140959;0.0364915;-0.0312059;0.0233745;-0.100759;-0.0700708;-0.0172964;0.0394333;0.091325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30;The.bird.landed.on.the.bridge.;bird.landed.;0.779216;-0.14406;0.0839245;-0.0158123;-0.0202498;-0.0205215;0.00936141;-0.128836;0.0208438;0.162603;-0.0727382;0.030505;0.00863634;0.0486569;0.0509915;0.0288613;-0.030894;0.0417267;-0.0174258;-0.0314243;0.038309;-0.0062665;0.0159656;-0.0157575;-0.00178124;-0.0384536;-0.0225005;-0.0200389;-0.0199066;0.0394631;0.593382;-0.260231;-0.313787;0.0329318;-0.107412;-0.106867;0.116822;-0.0436002;-0.0613956;0.0187667;0.140968;0.00751614;-0.039551;-0.140985;-0.0548723;-0.0221232;-0.117618;-0.0678624;-0.0161411;-0.132351;0.116357;-0.121395;0.0255681;-0.0641933;-0.00270869;-0.058407;-0.0879851;-0.0165367;0.0706752;0.111306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31;The.bird.was.red.;bird.was.red;0.779216;-0.14406;0.0839245;-0.0158123;-0.0202498;-0.0205215;0.00936141;-0.128836;0.0208438;0.162603;-0.0727382;0.030505;0.00863634;0.0486569;0.0509915;0.0288613;-0.030894;0.0417267;-0.0174258;-0.0314243;0.038309;-0.0062665;0.0159656;-0.0157575;-0.00178124;-0.0384536;-0.0225005;-0.0200389;-0.0199066;0.0394631;0.606418;-0.163899;-0.23734;0.013636;-0.195265;-0.164073;-0.0426718;-0.264093;-0.047737;0.187805;0.168008;-0.104679;-0.0687691;-0.106101;0.103015;0.0141193;-0.276659;-0.107922;0.00954951;0.00349804;0.0626576;-0.0889314;0.0419047;0.0352784;0.0106005;-0.03506;-0.0624243;-0.0526197;-0.0236216;-0.00410861;0.813429;-0.101403;0.0496474;0.00920746;0.0687867;0.0301556;0.0115998;-0.115779;-0.00691512;0.158407;-0.0824473;-0.0144096;-0.0406176;0.00423206;0.0196554;-0.0414237;-0.0668698;0.147579;-0.0468783;-0.0200018;0.0625494;-0.0216142;-0.0216733;0.00879372;-0.0490512;-0.0360029;-0.0533146;-0.0881682;-0.00516911;-0.00543436
32;The.boat.crossed.the.small.lake.;boat.crossed.lake;0.723357;-0.184624;0.13507;-0.0434277;-0.0285352;0.0450323;0.0352851;-0.171899;0.0326583;0.193121;-0.0996679;0.0400142;-0.0237366;-0.0278477;-0.0286939;-0.0309682;-0.0402944;0.0533931;-0.00751425;0.0252054;0.0145526;0.0210211;0.0184961;-0.0543735;-0.0353586;0.0125418;0.00346832;-0.013025;0.0403132;0.0388023;0.606745;-0.2458;-0.357766;0.0866878;-0.0628931;-0.0590411;0.151323;-0.0289696;-0.0821731;0.0760509;0.108467;0.0320036;-0.00914074;-0.0665494;-0.0869024;-0.016134;-0.0598757;-0.00743881;-0.0601741;-0.0832867;0.0838322;-0.113018;0.0118192;-0.070684;-0.00882578;-0.0537346;-0.0740513;-0.0220859;0.0285033;0.0844736;0.730888;-0.00296374;0.104325;-0.0930039;-0.0142825;-0.0658571;-0.0407837;-0.0614082;0.0188275;0.134772;0.00400583;0.108664;-0.175377;-0.0632101;0.100676;-0.050339;0.0045959;0.0743152;-0.033471;-0.0492242;0.00491775;-0.00612249;0.0304124;0.00970162;-0.0634528;0.00530272;0.012327;-0.0459498;-0.028183;0.0252885
33;The.boy.held.the.football.;boy.held.football;0.673244;-0.131723;0.0629513;-0.00620018;-0.123573;-0.00732851;0.111049;-0.15534;0.0447857;0.214166;-0.107664;0.0175226;0.0121545;-0.0152193;-0.0678909;0.0878844;-0.0745688;0.0743081;-0.0943555;0.108502;0.0268631;-0.0810556;0.0206466;-0.0472989;-0.019451;-0.0333166;0.0406928;0.00701072;-0.014202;0.0203533;0.548352;-0.283624;-0.457359;0.100763;-0.0295792;-0.0271323;0.135786;-0.00708822;-0.188259;0.0916299;0.135557;0.027628;-0.138101;0.00916643;0.0588025;-0.121427;-0.0055242;0.0293156;0.0568204;0.000554281;0.0357362;-0.00470465;-0.0353993;-0.107462;-0.0234548;0.00252149;0.0377636;0.0606908;0.076144;0.0423795;0.672725;-0.0500135;0.0363916;-0.021841;-0.0255799;-0.00975377;-0.0528974;-0.211283;-0.0416431;0.176396;-0.0576423;0.0484742;-0.114888;0.0542999;-0.0062411;-0.0111756;-0.00649728;0.0245629;-0.0424047;-0.0366947;0.00156084;0.00379137;-0.00308579;-0.0317347;0.0185374;-0.0394016;0.027651;0.0174224;-0.0206366;0.0369348
34;The.boy.kicked.the.stone.along.the.street.;boy.kicked.stone;0.673244;-0.131723;0.0629513;-0.00620018;-0.123573;-0.00732851;0.111049;-0.15534;0.0447857;0.214166;-0.107664;0.0175226;0.0121545;-0.0152193;-0.0678909;0.0878844;-0.0745688;0.0743081;-0.0943555;0.108502;0.0268631;-0.0810556;0.0206466;-0.0472989;-0.019451;-0.0333166;0.0406928;0.00701072;-0.014202;0.0203533;0.562726;-0.269913;-0.443304;0.0739524;-0.100829;-0.128236;0.171704;-0.00780956;-0.0971775;0.0494929;0.0693832;-0.00783687;-0.0824242;-0.0777259;-0.103136;-0.0170225;-0.0689504;0.00708087;-0.0116705;-0.111298;0.067948;-0.112586;0.0297896;-0.0521051;-0.0125233;-0.0541875;-0.042115;0.0235258;0.0717972;0.0628956;0.740344;-0.106456;0.0786939;-0.0576799;-0.0589855;-0.0659087;0.0115278;-0.0671957;0.02324;0.18305;-0.0540573;0.0418266;0.0369857;-0.0283084;0.0652934;0.0280455;-0.0122438;0.134629;-0.0327178;0.012076;0.0374134;-0.0268132;0.00717303;-0.0046061;-0.0746462;-0.0085546;-0.022404;-0.0540119;-0.00944103;0.0249072
35;The.boy.threw.the.baseball.over.the.fence.;boy.threw.baseball;0.673244;-0.131723;0.0629513;-0.00620018;-0.123573;-0.00732851;0.111049;-0.15534;0.0447857;0.214166;-0.107664;0.0175226;0.0121545;-0.0152193;-0.0678909;0.0878844;-0.0745688;0.0743081;-0.0943555;0.108502;0.0268631;-0.0810556;0.0206466;-0.0472989;-0.019451;-0.0333166;0.0406928;0.00701072;-0.014202;0.0203533;0.570104;-0.166448;-0.344666;-0.0253767;-0.173337;-0.244115;-0.00621264;-0.0917973;-0.011688;0.0496411;0.103818;-0.0497673;0.0523062;-0.207407;-0.0781662;0.0140487;-0.171734;-0.103161;-0.0550758;-0.134087;0.0771759;-0.134278;0.0534392;0.0169386;-0.0160853;-0.104289;-0.0665433;-0.0390278;0.0180945;0.0440048;0.686654;-0.0486563;0.0269865;-0.0234384;0.0348211;-0.00276805;-0.0454109;-0.178046;-0.0212342;0.161434;-0.0840313;0.0346869;-0.0839489;0.0794056;-5.75496e-05;-0.0066129;-0.0252142;0.0492982;-0.0502939;-0.0574183;0.0229674;0.00611969;0.00465848;-0.0228356;0.00497437;-0.0475195;0.0116999;-0.00263654;-0.00925803;0.0169539
36;The.bridge.survived.the.flood.;bridge.survived.flood;0.763374;-0.124003;0.132704;-0.015522;-0.0725423;-0.00410267;0.055455;-0.140387;0.118899;0.0787728;-0.0106787;0.0305497;-0.0993048;-0.034457;0.0890666;-0.037056;-0.0169537;0.054966;0.0460815;-0.0206042;0.0204599;0.0132985;-0.0123145;-0.0238614;-0.051005;0.00899442;-0.0174711;-0.0230486;0.00010568;-0.00182513;0.474988;-0.251399;-0.446513;0.0691133;-0.126823;-0.129038;0.109424;-0.0202939;-0.0923388;0.0260645;0.128741;-0.0417856;-0.10314;-0.0851738;-0.0523252;0.0017532;-0.0754236;-0.0309684;-0.0159994;-0.102208;0.0769254;-0.115314;0.0154643;-0.0420799;0.0280897;-0.0596314;-0.057591;-0.00449993;0.0151454;0.0654831;0.751769;-0.219885;0.0763581;-0.0164295;0.0526511;0.0638847;-0.048434;-0.0544369;0.0996833;0.04142;-0.0193604;0.0153641;0.0381598;0.00956003;0.0812502;-0.0837743;-0.00568158;0.00226639;0.0472427;-0.00412715;0.00238426;-0.0674231;0.0156724;-0.0341191;-0.0216621;0.0369741;-0.0217929;0.0545221;0.0339969;0.0188673
37;The.businessman.laughed.in.the.theater.;businessman.laughed.;0.63738;-0.188731;0.0890982;-0.0521762;-0.107588;0.0648716;0.128429;-0.0154881;0.0904093;0.126576;-0.155749;-0.00380045;0.0892284;-0.044632;0.0895912;0.0284641;-0.048771;-0.129507;0.0643749;-0.0185301;-0.01886;-0.0600383;-0.0125514;-0.036971;0.014098;-0.00644644;0.109489;0.091164;-0.0814292;0.101759;0.535154;-0.179835;-0.370611;0.0409462;-0.233684;-0.259233;0.0465975;0.00105624;-0.0150849;0.0317404;0.133551;-0.0288392;0.0396467;-0.110646;-0.110991;0.0108135;-0.026408;-0.066808;-0.108508;-0.147557;0.0715486;-0.134752;0.0223806;-0.0250443;0.0207647;-0.0955456;-0.0760445;-0.0174761;0.0208999;0.0875885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38;The.businessman.lost.the.computer.at.the.airport.;businessman.lost.computer;0.63738;-0.188731;0.0890982;-0.0521762;-0.107588;0.0648716;0.128429;-0.0154881;0.0904093;0.126576;-0.155749;-0.00380045;0.0892284;-0.044632;0.0895912;0.0284641;-0.048771;-0.129507;0.0643749;-0.0185301;-0.01886;-0.0600383;-0.0125514;-0.036971;0.014098;-0.00644644;0.109489;0.091164;-0.0814292;0.101759;0.72579;-0.277484;-0.29951;0.110283;0.0231691;-0.00823256;0.0820044;-0.0393644;-0.0545179;0.122832;0.0394601;-0.0119507;-0.155031;0.0489013;-0.0716865;-0.00757869;0.0091748;0.0303608;0.00379335;-0.0807601;0.0360726;-0.109552;0.0204338;-0.0720317;0.00382778;-0.0372059;-0.0676019;-0.0149673;0.0624521;0.061549;0.764339;-0.187075;0.0788473;0.00896713;0.0712576;0.0496176;-0.111374;-0.226275;-0.0122727;0.132272;-0.0904217;-0.00711499;-0.0565701;0.0941416;0.0545169;-0.035591;0.0397753;-0.0167064;0.0566662;0.0220163;0.0200196;0.0548673;0.0671451;-0.0190198;0.0127719;-0.00174778;0.000116164;-0.0301524;0.0721752;0.0169081
39;The.businessman.slept.on.the.expensive.bed.;businessman.slept.;0.63738;-0.188731;0.0890982;-0.0521762;-0.107588;0.0648716;0.128429;-0.0154881;0.0904093;0.126576;-0.155749;-0.00380045;0.0892284;-0.044632;0.0895912;0.0284641;-0.048771;-0.129507;0.0643749;-0.0185301;-0.01886;-0.0600383;-0.0125514;-0.036971;0.014098;-0.00644644;0.109489;0.091164;-0.0814292;0.101759;0.500835;-0.21057;-0.401347;0.0510349;-0.163964;-0.190201;0.066283;-0.0571149;-0.0107629;-0.0150086;0.127724;-0.00555699;0.0117712;-0.157153;-0.136559;0.00293081;-0.065956;-0.0675811;-0.0855964;-0.160042;0.101051;-0.157538;0.0344191;-0.0410726;0.0323969;-0.099243;-0.0821458;-0.0135431;0.0545284;0.122294;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
40;The.businessman.watched.soccer.;businessman.watched.soccer;0.63738;-0.188731;0.0890982;-0.0521762;-0.107588;0.0648716;0.128429;-0.0154881;0.0904093;0.126576;-0.155749;-0.00380045;0.0892284;-0.044632;0.0895912;0.0284641;-0.048771;-0.129507;0.0643749;-0.0185301;-0.01886;-0.0600383;-0.0125514;-0.036971;0.014098;-0.00644644;0.109489;0.091164;-0.0814292;0.101759;0.5631;-0.228898;-0.426619;0.0839417;-0.148632;-0.159598;0.0649587;-0.036338;-0.00249858;0.035661;0.105539;0.00993675;0.00380015;-0.0907285;-0.129731;-0.0403567;-0.00222351;-0.0374203;-0.0892467;-0.136791;0.100439;-0.121646;0.0281464;-0.0396785;0.0250641;-0.101185;-0.0397783;-0.00321088;0.0593981;0.0941101;0.621124;-0.0116426;0.0166669;-0.0147754;0.0010135;-0.027839;-0.0389371;-0.208034;-0.0462057;0.16497;-0.0895462;0.0320827;-0.104742;0.0479805;-0.0477562;-0.013473;-0.00189113;0.0388007;-0.0564794;-0.0273222;0.0194915;0.00593528;0.0310061;-0.0226431;0.0180139;-0.076699;0.0391909;0.0350687;-0.000748308;0.0237744
41;The.car.approached.the.river.;car.approached.river;0.707318;-0.105716;0.106381;-0.0075218;0.0136277;0.00525222;0.00590947;-0.239724;-0.0224807;0.184663;-0.119628;0.060098;-0.0937337;0.0254147;0.0553881;-0.0638771;0.00156762;0.0362097;-0.0059834;0.0166894;0.00771654;0.0601862;0.0353202;-0.012905;0.0440239;0.00726626;-0.0313224;-0.0369707;0.0478806;0.0637404;0.484939;-0.316242;-0.499596;0.0820714;-0.135986;-0.111175;0.184457;0.0120907;-0.115521;0.0322292;0.144479;-0.0104334;-0.136689;-0.0757967;-0.0426435;-0.066672;-0.0399898;-0.0430767;-0.00712644;-0.0916631;0.0685849;-0.119437;-0.00798355;-0.0977815;-0.0168046;-0.0397697;-0.0475506;0.0372473;0.0665562;0.138511;0.708416;-0.109714;0.188894;-0.0798141;-0.14725;-0.0417674;0.0610428;-0.0783131;0.0384764;0.0878836;0.0489644;0.0467694;-0.148159;-0.0665984;0.0525572;-0.00904681;-0.05346;0.0451816;-0.010296;-0.0617936;0.0284584;0.00550363;-0.0172372;-0.0153012;-0.0896665;0.00763358;0.0132138;0.0023333;-0.0337272;-0.0253537
42;The.cellphone.was.black.;cellphone.was.black;0.640853;-0.110597;0.0913762;-0.00379492;0.00105276;0.0266661;-0.00973726;-0.11726;-0.013125;0.0531558;-0.153522;-0.0195992;0.02342;0.0639666;-0.0524467;-0.0237275;0.0430704;-0.00489742;-0.0250655;0.0284286;0.0353479;0.0288959;0.0655624;-0.0084086;0.0516214;0.0785108;-0.0139369;0.0135106;0.07695;0.0896804;0.606418;-0.163899;-0.23734;0.013636;-0.195265;-0.164073;-0.0426718;-0.264093;-0.047737;0.187805;0.168008;-0.104679;-0.0687691;-0.106101;0.103015;0.0141193;-0.276659;-0.107922;0.00954951;0.00349804;0.0626576;-0.0889314;0.0419047;0.0352784;0.0106005;-0.03506;-0.0624243;-0.0526197;-0.0236216;-0.00410861;0.773909;-0.0441455;0.00117466;0.026102;0.0946846;-0.0103616;0.0228133;-0.176745;-0.039605;0.209127;-0.125182;-0.021602;-0.00199248;-0.00252991;-0.0218919;0.0299517;-0.0402139;0.198578;-0.0859041;0.127071;0.0965252;-0.082572;0.0123332;-0.0454531;-0.116323;-0.0316559;0.00873678;-0.076803;0.00190926;-0.00548373
43;The.chicken.was.expensive.at.the.restaurant.;chicken.was.expensive;0.749905;-0.109816;0.0411705;-0.0152759;-0.00956188;-0.018907;0.022788;-0.0722894;-0.00984849;0.0488512;-0.126409;-0.0356535;0.0199369;-0.0207547;-0.0197457;0.0335964;-0.0176451;0.0717016;-0.058336;-0.042417;0.0491852;-0.0159768;-0.0379885;0.0291695;-0.0210414;-0.0536181;-0.0513998;-0.0419724;-0.0227212;0.0102809;0.606418;-0.163899;-0.23734;0.013636;-0.195265;-0.164073;-0.0426718;-0.264093;-0.047737;0.187805;0.168008;-0.104679;-0.0687691;-0.106101;0.103015;0.0141193;-0.276659;-0.107922;0.00954951;0.00349804;0.0626576;-0.0889314;0.0419047;0.0352784;0.0106005;-0.03506;-0.0624243;-0.0526197;-0.0236216;-0.00410861;0.590691;-0.362885;-0.216908;0.069159;0.00458335;0.0581488;0.0745864;0.0428161;-0.11989;-0.00499549;-0.057022;-0.004685;-0.0369699;0.0661983;0.00286808;0.0468262;0.0264176;0.0630277;0.0382872;0.0759466;-0.0820347;0.109257;0.0417011;0.257726;0.0078114;0.0468728;0.0700569;-0.0162278;-0.172;-0.0772034
44;The.child.broke.the.glass.in.the.restaurant.;child.broke.glass;0.760181;-0.330225;0.113829;0.0148104;0.00721514;0.104468;-0.0254745;-0.102613;0.0525475;0.125666;-0.0901222;-0.0278753;0.0118054;0.0101469;0.0693188;0.0387029;-0.0282322;0.0196929;0.00805015;0.0115771;0.017862;-0.0047662;0.105474;-0.0643497;0.0619068;-0.0243264;-0.00648995;0.0592235;0.0960891;0.0587266;0.592551;-0.253598;-0.339088;0.0414764;-0.129422;-0.143416;0.0748954;-0.12332;-0.018647;0.0837783;0.0807574;-0.0406099;-0.0241478;-0.10859;-0.0337665;0.00484278;-0.17435;-0.0624902;-0.025702;-0.0835396;0.0589615;-0.124169;0.0292501;0.022185;0.000308013;-0.0589485;-0.065089;-0.0179672;-0.0032958;0.0506847;0.692948;-0.10429;0.102769;-0.0400989;-0.0214103;-0.0493628;0.00171937;-0.161239;-0.0687914;0.115338;-0.123953;0.0127326;0.0888586;-0.0222735;0.0338394;-0.0542211;0.0298358;0.107679;-0.00783585;-0.0697657;0.0579451;0.0437091;-0.0157131;0.0262604;-0.0826553;-0.0844798;-0.0406586;-0.0998044;0.0387527;-0.0065863
45;The.child.gave.the.flower.to.the.artist.;child.gave.flower;0.760181;-0.330225;0.113829;0.0148104;0.00721514;0.104468;-0.0254745;-0.102613;0.0525475;0.125666;-0.0901222;-0.0278753;0.0118054;0.0101469;0.0693188;0.0387029;-0.0282322;0.0196929;0.00805015;0.0115771;0.017862;-0.0047662;0.105474;-0.0643497;0.0619068;-0.0243264;-0.00648995;0.0592235;0.0960891;0.0587266;0.596056;-0.198773;-0.352533;-0.00492392;-0.169475;-0.23301;-0.060059;-0.176857;-0.00265482;0.128663;0.163484;-0.0643828;-0.0167834;-0.172329;0.0046626;0.00793081;-0.225876;-0.115713;-0.00833485;-0.0890358;0.0669294;-0.13386;0.0593759;-0.00206819;0.0142408;-0.0888158;-0.0618673;-0.0286095;0.0148742;0.0188781;0.689112;-0.0733679;0.0523251;-0.0352839;0.000135719;-0.03816;-0.00860281;-0.172272;-0.0261398;0.165271;-0.105116;0.0690749;0.00866912;-0.0261354;-0.00506132;-0.0429197;-0.00759795;0.0422734;-0.0153594;-0.029305;0.00546068;0.0522155;-0.00786267;0.00653932;-0.0304962;-0.0561634;-0.0174555;-0.0307765;-0.0239559;0.0305947
46;The.child.held.the.soft.feather.;child.held.feather;0.760181;-0.330225;0.113829;0.0148104;0.00721514;0.104468;-0.0254745;-0.102613;0.0525475;0.125666;-0.0901222;-0.0278753;0.0118054;0.0101469;0.0693188;0.0387029;-0.0282322;0.0196929;0.00805015;0.0115771;0.017862;-0.0047662;0.105474;-0.0643497;0.0619068;-0.0243264;-0.00648995;0.0592235;0.0960891;0.0587266;0.548352;-0.283624;-0.457359;0.100763;-0.0295792;-0.0271323;0.135786;-0.00708822;-0.188259;0.0916299;0.135557;0.027628;-0.138101;0.00916643;0.0588025;-0.121427;-0.0055242;0.0293156;0.0568204;0.000554281;0.0357362;-0.00470465;-0.0353993;-0.107462;-0.0234548;0.00252149;0.0377636;0.0606908;0.076144;0.0423795;0.716748;-0.140149;0.123507;-0.0255242;-0.0552987;-0.00477099;0.139909;-0.0568934;0.047165;0.0819236;-0.167195;0.00800423;0.101775;-0.0551555;0.0308258;-0.00197207;0.0114045;0.0259544;-0.0117516;-0.079664;0.080103;0.0329195;0.00270455;0.0178115;-0.0431475;-0.0358341;-0.0255917;-0.0113407;-0.0348766;0.0120793
47;The.clever.scientist.worked.at.the.lab.;scientist.worked.;0.641833;-0.184523;0.106908;-0.0240377;-0.180266;0.0297399;0.0810691;-0.0575608;0.061398;0.119367;-0.0296786;-0.009155;0.0408243;0.0109539;0.0643659;-0.00825761;-0.0422525;-0.113667;0.0320067;0.0256892;-0.00513553;-0.0199539;0.0103919;-0.0454794;0.0446609;0.0336854;0.0585857;0.101491;-0.0594626;0.0548063;0.55432;-0.280482;-0.462228;0.0836564;-0.128656;-0.156069;0.0587139;-0.0904978;-0.0776565;0.0921161;0.178094;-0.0252994;-0.0689978;-0.0797725;-0.028866;-0.0375834;-0.0847877;-0.0600511;-0.00475237;-0.106424;0.0903725;-0.127972;0.0484948;-0.0726553;0.0122475;-0.0637107;-0.0682804;-0.0192359;0.0516019;0.0899604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48;The.cloud.blocked.the.sun.;cloud.blocked.sun;0.735756;-0.164806;0.107811;-0.0209399;-0.0872305;0.0211175;0.0529047;-0.0547505;0.0772821;0.0917632;-0.057477;0.0196487;0.0111523;-0.00640159;0.0934457;0.0334016;-0.0281267;0.0156461;-0.014987;-0.0339358;0.021538;-0.0252523;-0.0318418;0.0214826;-0.032465;-0.00530664;-0.0186303;-0.0431732;-0.018775;0.0284545;0.636915;-0.255688;-0.380047;0.162112;0.0302984;0.045314;0.189688;0.047188;-0.122676;0.028301;0.0408042;-0.0726428;-0.108263;0.0522174;0.0354361;-0.0553197;0.0903138;0.0651178;0.0212687;-0.0338112;0.00288091;-0.0638105;-0.00803188;-0.0818393;-0.0399085;0.0111031;-0.023657;-0.0124337;0.0429575;-0.00221916;0.800919;-0.0162339;0.0923214;-0.0320914;0.0660993;0.104105;-0.0201233;-0.0525633;0.0840977;0.120223;0.039366;-0.0569347;-0.108296;0.0845387;-0.0466498;-0.0347696;-0.0808752;0.0742105;0.00110846;-0.0622917;0.0208951;-0.00853884;-0.0301447;-0.018785;-0.0381939;0.0251588;0.0274391;-0.0780092;0.0889478;0.00117304
