Num;Sentence;subj_verb_obj;V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;V29;V30;V31;V32;V33;V34;V35;V36;V37;V38;V39;V40;V41;V42;V43;V44;V45;V46;V47;V48;V49;V50;V51;V52;V53;V54;V55;V56;V57;V58;V59;V60;V61;V62;V63;V64;V65;V66;V67;V68;V69;V70;V71;V72;V73;V74;V75;V76;V77;V78;V79;V80;V81;V82;V83;V84;V85;V86;V87;V88;V89;V90
57;The.computer.was.on.the.desk.;computer.was.;0.764339;-0.187075;0.0788473;0.00896713;0.0712576;0.0496176;-0.111374;-0.226275;-0.0122727;0.132272;-0.0904217;-0.00711499;-0.0565701;0.0941416;0.0545169;-0.035591;0.0397753;-0.0167064;0.0566662;0.0220163;0.0200196;0.0548673;0.0671451;-0.0190198;0.0127719;-0.00174778;0.000116164;-0.0301524;0.0721752;0.0169081;0.606418;-0.163899;-0.23734;0.013636;-0.195265;-0.164073;-0.0426718;-0.264093;-0.047737;0.187805;0.168008;-0.104679;-0.0687691;-0.106101;0.103015;0.0141193;-0.276659;-0.107922;0.00954951;0.00349804;0.0626576;-0.0889314;0.0419047;0.0352784;0.0106005;-0.03506;-0.0624243;-0.0526197;-0.0236216;-0.00410861;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
58;The.corn.grew.in.spring.;corn.grew.;0.768544;-0.134218;0.0437037;-0.0654317;0.0533186;-0.00100554;-0.0766207;-0.000363197;-0.0560876;-0.000628696;-0.0704076;-0.0089311;0.0296027;-0.048677;0.0370815;0.0394194;-0.0166311;0.068142;-0.0319367;-0.0289916;0.0531486;0.00224972;-0.0269113;0.000548719;-0.0117348;-0.042512;-0.055691;-0.0646574;-0.00155326;0.029038;0.542582;-0.179286;-0.268533;-0.011359;-0.21087;-0.199759;-0.0493157;-0.184554;-0.0266816;0.114469;0.178714;-0.0339216;-0.0369027;-0.172327;0.00274559;-0.000245913;-0.209579;-0.136905;-0.01941;-0.0946542;0.0793571;-0.121128;0.0521019;-0.00210699;0.0288506;-0.052421;-0.0252154;-0.0201069;-0.0140904;0.0421341;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
59;The.council.feared.the.protest.;council.feared.protest;0.656374;-0.1994;0.149665;-0.0595718;-0.0731142;-0.00621641;-0.0884664;-0.103272;0.0358398;0.114634;0.136012;0.0371261;-0.182066;-0.0032319;0.0604302;-0.0448337;-0.072099;-0.0480908;0.0667731;0.0065313;-0.0053142;0.0201213;0.0197984;-0.1015;0.0393586;0.00252653;0.0300709;0.0807659;0.0287962;0.00412531;0.561982;-0.347709;-0.372131;0.0577579;-0.151424;-0.0691286;0.175208;0.0478765;-0.0742619;-0.0020722;0.135173;0.0131932;-0.0454606;-0.0992694;-0.0814265;-0.00674007;-0.0385292;-0.060035;-0.0145379;-0.1151;0.0633331;-0.0884396;0.0279469;-0.0431315;0.0400345;-0.00432631;-0.0327995;0.0240124;-0.0276198;0.0443936;0.697896;-0.273132;-0.0216853;0.00244995;0.0349089;0.0444731;-0.0731223;-0.110029;0.238489;0.00122502;-0.0753694;0.0788473;-0.0832708;-0.0352009;0.10735;0.0956518;0.00435943;0.0118084;-0.0323514;-0.0212468;-0.00263023;-0.106518;0.0126536;0.00823836;0.0632835;-0.0273418;0.000373016;0.0449237;0.0511547;0.0141172
60;The.council.read.the.agreement.;council.read.agreement;0.656374;-0.1994;0.149665;-0.0595718;-0.0731142;-0.00621641;-0.0884664;-0.103272;0.0358398;0.114634;0.136012;0.0371261;-0.182066;-0.0032319;0.0604302;-0.0448337;-0.072099;-0.0480908;0.0667731;0.0065313;-0.0053142;0.0201213;0.0197984;-0.1015;0.0393586;0.00252653;0.0300709;0.0807659;0.0287962;0.00412531;0.671566;-0.0892515;-0.350559;0.178027;0.0598202;-0.0705928;-0.0380793;-0.213812;0.207392;0.0329793;0.0294479;-0.0220516;-0.0469445;0.0294165;-0.0607596;-0.0264446;0.0533266;0.0371227;0.00562149;0.0131561;0.038596;-0.0246672;-0.0176074;-0.027216;0.0336324;-0.0713585;-0.00887525;-0.0571056;0.0148806;0.00867195;0.507915;-0.238427;0.110945;-0.00927934;-0.0923255;0.0359015;-0.0326424;-0.125468;-0.0206188;0.0470035;0.0919022;-0.03567;-0.10259;0.0503292;0.0695878;0.00265205;-0.0654085;-0.0174487;0.0540986;0.125148;-0.071302;0.0369046;0.0175127;0.0792686;0.000393417;-0.0274762;0.0143305;0.0721057;0.00510652;0.066538
61;The.couple.laughed.at.dinner.;couple.laughed.;0.602443;-0.301339;0.0616171;0.0470386;-0.132805;0.128225;0.179833;-0.101576;0.164445;0.240533;-0.232033;0.00401261;0.0433459;-0.0364811;0.129296;0.054671;0.0141617;-0.0637463;-0.0513868;0.0340642;0.0598185;-0.065095;-0.00796917;-0.102997;0.0359133;0.0805044;0.0383658;0.0194957;-0.0147217;0.00782179;0.535154;-0.179835;-0.370611;0.0409462;-0.233684;-0.259233;0.0465975;0.00105624;-0.0150849;0.0317404;0.133551;-0.0288392;0.0396467;-0.110646;-0.110991;0.0108135;-0.026408;-0.066808;-0.108508;-0.147557;0.0715486;-0.134752;0.0223806;-0.0250443;0.0207647;-0.0955456;-0.0760445;-0.0174761;0.0208999;0.0875885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
62;The.couple.planned.the.vacation.;couple.planned.vacation;0.602443;-0.301339;0.0616171;0.0470386;-0.132805;0.128225;0.179833;-0.101576;0.164445;0.240533;-0.232033;0.00401261;0.0433459;-0.0364811;0.129296;0.054671;0.0141617;-0.0637463;-0.0513868;0.0340642;0.0598185;-0.065095;-0.00796917;-0.102997;0.0359133;0.0805044;0.0383658;0.0194957;-0.0147217;0.00782179;0.702053;-0.389046;-0.249219;0.0729867;0.0269377;0.0759538;0.0672077;0.00430599;-0.0628082;0.0652798;0.0489667;0.0214753;-0.103288;0.049852;0.050152;-0.067102;0.0134215;-0.0120281;0.0153721;-0.0274874;0.0385763;-0.00861122;0.0292421;-0.0927538;0.0247734;-0.0263068;-0.0224711;0.00302721;0.0605488;0.00226094;0.635666;-0.065004;0.0115696;-0.0212561;0.0132543;-0.0379036;-0.0698322;-0.211232;-0.0432642;0.17339;-0.125716;0.0796081;-0.0864593;0.00540999;0.0165919;-0.0505296;0.0418937;-0.0256529;-0.0125773;-0.039421;-0.0305441;0.0408807;0.0663861;0.0265191;0.0322139;-0.0263785;0.0767893;0.0252182;-0.00187317;0.0750111
63;The.couple.read.on.the.beach.;couple.read.;0.602443;-0.301339;0.0616171;0.0470386;-0.132805;0.128225;0.179833;-0.101576;0.164445;0.240533;-0.232033;0.00401261;0.0433459;-0.0364811;0.129296;0.054671;0.0141617;-0.0637463;-0.0513868;0.0340642;0.0598185;-0.065095;-0.00796917;-0.102997;0.0359133;0.0805044;0.0383658;0.0194957;-0.0147217;0.00782179;0.671566;-0.0892515;-0.350559;0.178027;0.0598202;-0.0705928;-0.0380793;-0.213812;0.207392;0.0329793;0.0294479;-0.0220516;-0.0469445;0.0294165;-0.0607596;-0.0264446;0.0533266;0.0371227;0.00562149;0.0131561;0.038596;-0.0246672;-0.0176074;-0.027216;0.0336324;-0.0713585;-0.00887525;-0.0571056;0.0148806;0.00867195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
64;The.criminal.put.the.book.on.the.desk.;criminal.put.book;0.755168;-0.303599;0.0654495;-0.00894889;0.113215;0.0934444;-0.119841;-0.0274829;0.00378899;0.0751051;-0.0415362;0.00825837;-0.0335482;0.00618596;0.123047;0.0218262;0.00286103;-0.0745151;0.031375;0.00474224;-0.029725;-0.0162212;0.0429621;-0.0741279;0.0460125;-0.00162342;0.0508078;0.0557711;0.0296133;0.0258788;0.601573;-0.297092;-0.539157;0.155035;0.0367002;-0.145009;-0.0182973;-0.18398;0.239505;-0.0640304;0.0449021;0.0395069;-0.0644182;-0.0533777;-0.0471736;-0.0324097;0.0133174;0.0654096;0.0236372;-0.037377;0.034424;-0.0367414;-0.0114295;-0.0494281;-0.00612416;-0.0445336;-0.0177292;-0.0261532;0.049892;0.0262542;0.7333;-0.175474;0.0871558;0.0285537;-0.0632605;0.0459813;0.0011436;-0.231332;0.103095;0.210272;-0.0443147;0.0134725;-0.0750597;0.0467591;-0.0130647;-0.0129554;-0.0497151;-0.00859032;0.0188969;0.0240335;0.0108582;0.0212775;0.0261972;0.0349891;0.00535143;-0.0195459;0.0244095;-0.00534251;0.0389991;0.0153963
65;The.criminal.wanted.cash.;criminal.wanted.cash;0.755168;-0.303599;0.0654495;-0.00894889;0.113215;0.0934444;-0.119841;-0.0274829;0.00378899;0.0751051;-0.0415362;0.00825837;-0.0335482;0.00618596;0.123047;0.0218262;0.00286103;-0.0745151;0.031375;0.00474224;-0.029725;-0.0162212;0.0429621;-0.0741279;0.0460125;-0.00162342;0.0508078;0.0557711;0.0296133;0.0258788;0.559017;-0.151122;-0.326783;0.100981;-0.129931;-0.161306;0.035844;-0.173742;0.00963714;0.0844066;0.120329;0.0054136;-0.0342543;-0.0109493;-0.0941357;-0.0287744;-0.0795099;-0.0559997;-0.0651596;-0.121059;0.0611317;-0.155804;0.0578677;-0.0165608;0.0444886;-0.0609755;-0.0480271;-0.0292726;0.00145067;0.0525267;0.697615;-0.158439;-0.0236861;0.0336726;0.065668;0.0164707;-0.130737;-0.149691;-0.0432039;0.0930699;-0.0985423;-0.00876552;0.0138288;0.0257056;0.0526777;0.0381297;0.0264706;0.0996226;-0.0950236;0.129612;0.00207537;-0.00112328;0.0537184;-0.0935735;-0.0546327;0.0417485;0.0053479;0.0130457;0.0503726;0.0626893
66;The.dangerous.criminal.stole.the.television.;criminal.stole.television;0.755168;-0.303599;0.0654495;-0.00894889;0.113215;0.0934444;-0.119841;-0.0274829;0.00378899;0.0751051;-0.0415362;0.00825837;-0.0335482;0.00618596;0.123047;0.0218262;0.00286103;-0.0745151;0.031375;0.00474224;-0.029725;-0.0162212;0.0429621;-0.0741279;0.0460125;-0.00162342;0.0508078;0.0557711;0.0296133;0.0258788;0.597282;-0.0999776;-0.233727;0.000809231;-0.192503;-0.241207;0.100527;-0.117376;0.0151183;0.0119822;0.0958347;-0.0406675;-0.00787697;-0.157187;-0.0420602;0.0284073;-0.149586;-0.0812868;-0.0437072;-0.116102;0.0833495;-0.147214;0.054317;0.00826188;-0.0304005;-0.0957237;-0.0570373;0.00191192;-0.00502931;0.0266268;0.705766;-0.143405;0.0322423;-0.0402838;0.051503;0.00898971;-0.112842;-0.186225;-0.0643122;0.117902;-0.0802654;-0.00920545;-0.0172609;0.0372223;0.0127944;-0.0115676;-0.0120668;0.0117109;0.0346716;-0.0307781;0.0166774;0.00485369;0.0229831;-0.0170348;0.00403291;-0.026494;0.0513893;-0.0218029;0.037948;0.00913296
67;The.dime.was.new.;dime.was.new;0.589684;-0.198359;0.0887348;0.0545098;-0.00905977;0.1133;0.17535;-0.0512521;0.104661;0.126831;-0.216839;-0.0206255;0.10973;-0.0215473;0.0544089;-0.0354899;0.0445298;-0.0476994;-0.00972016;-0.082161;0.049533;-0.00471083;0.0986597;-0.0296068;0.0681088;0.0270373;-0.00123986;0.0262171;0.023428;0.00825701;0.606418;-0.163899;-0.23734;0.013636;-0.195265;-0.164073;-0.0426718;-0.264093;-0.047737;0.187805;0.168008;-0.104679;-0.0687691;-0.106101;0.103015;0.0141193;-0.276659;-0.107922;0.00954951;0.00349804;0.0626576;-0.0889314;0.0419047;0.0352784;0.0106005;-0.03506;-0.0624243;-0.0526197;-0.0236216;-0.00410861;0.791699;-0.187274;0.0370099;0.0327757;0.102815;0.0804015;-0.0648628;-0.124918;0.0370909;0.213998;-0.117953;0.0150037;-0.111786;0.0616205;0.076462;-0.026183;0.0256113;0.0410902;-0.0290328;0.00653743;0.00222409;-0.00376753;0.0469389;-0.0188098;0.0571125;-0.00390998;-0.0152139;-0.0609352;0.0410919;-0.0331422
68;The.diplomat.bought.the.aggressive.dog.;diplomat.bought.dog;0.636237;-0.121632;0.0994059;-0.0562809;-0.123768;0.04746;0.129537;-0.0211362;0.0853492;0.116229;-0.0826996;0.0176264;0.0343041;-0.0541906;0.0425942;0.00399548;-0.0624625;-0.123125;0.0573253;-0.0333857;-0.0357735;-0.00553236;-0.00697047;-0.0223378;0.0186109;-0.0243594;0.0463726;0.106274;-0.0593212;0.0566218;0.459724;-0.173389;-0.410182;0.0975602;-0.0999242;-0.144773;0.0819382;-0.0712349;-0.0281902;0.0558856;0.111026;-0.00443417;-0.0766407;-0.0501283;-0.0701429;-0.0653285;-0.0554576;-0.0325163;-0.0410075;-0.0952427;0.0880542;-0.115131;0.00490047;-0.0600582;0.0304683;-0.0841601;-0.0874171;-0.0297629;0.0687086;0.0883604;0.720336;-0.162456;0.0691821;-0.0260216;-0.0242421;0.0044962;0.0551078;-0.208216;-0.0109851;0.201593;-0.153132;0.05902;0.0307677;-0.00647851;-0.0900865;0.077082;-0.0481665;0.109676;-0.0811072;0.113664;0.029928;-0.0331054;0.046829;-0.0962851;-0.0399111;-0.0215027;0.0484937;-0.011632;0.0167731;0.06127
69;The.diplomat.negotiated.at.the.embassy.;diplomat.negotiated.;0.636237;-0.121632;0.0994059;-0.0562809;-0.123768;0.04746;0.129537;-0.0211362;0.0853492;0.116229;-0.0826996;0.0176264;0.0343041;-0.0541906;0.0425942;0.00399548;-0.0624625;-0.123125;0.0573253;-0.0333857;-0.0357735;-0.00553236;-0.00697047;-0.0223378;0.0186109;-0.0243594;0.0463726;0.106274;-0.0593212;0.0566218;0.633283;-0.381067;-0.280978;0.109266;0.0116037;0.099325;0.165313;0.0845803;-0.0688822;0.00904625;0.0582631;0.0623025;-0.0441289;0.0429492;0.0801389;-0.115315;0.0847669;-0.0413475;0.0330896;-0.0250857;0.032131;0.00389556;-0.0281369;-0.151191;-0.03774;0.0163245;0.0237844;0.0378661;0.0782608;0.0621921;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
70;The.diplomat.shouted.at.the.soldier.;diplomat.shouted.;0.636237;-0.121632;0.0994059;-0.0562809;-0.123768;0.04746;0.129537;-0.0211362;0.0853492;0.116229;-0.0826996;0.0176264;0.0343041;-0.0541906;0.0425942;0.00399548;-0.0624625;-0.123125;0.0573253;-0.0333857;-0.0357735;-0.00553236;-0.00697047;-0.0223378;0.0186109;-0.0243594;0.0463726;0.106274;-0.0593212;0.0566218;0.554746;-0.178711;-0.29719;0.0169385;-0.220415;-0.218104;0.0699838;0.0151261;-0.0213541;0.0412141;0.120096;-0.0507877;0.0692429;-0.142731;-0.093278;-0.00569101;-0.0933327;-0.115316;-0.0948626;-0.145231;0.0388978;-0.104456;0.0378384;-0.00591434;-0.00751262;-0.0808242;-0.0648198;0.00345766;0.00654802;0.0667697;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
71;The.diplomat.was.wealthy.;diplomat.was.wealthy;0.636237;-0.121632;0.0994059;-0.0562809;-0.123768;0.04746;0.129537;-0.0211362;0.0853492;0.116229;-0.0826996;0.0176264;0.0343041;-0.0541906;0.0425942;0.00399548;-0.0624625;-0.123125;0.0573253;-0.0333857;-0.0357735;-0.00553236;-0.00697047;-0.0223378;0.0186109;-0.0243594;0.0463726;0.106274;-0.0593212;0.0566218;0.606418;-0.163899;-0.23734;0.013636;-0.195265;-0.164073;-0.0426718;-0.264093;-0.047737;0.187805;0.168008;-0.104679;-0.0687691;-0.106101;0.103015;0.0141193;-0.276659;-0.107922;0.00954951;0.00349804;0.0626576;-0.0889314;0.0419047;0.0352784;0.0106005;-0.03506;-0.0624243;-0.0526197;-0.0236216;-0.00410861;0.714417;-0.440528;0.00258685;-0.0294273;-0.00540089;0.108368;0.0985062;0.165944;0.0656579;0.053655;-0.100115;0.0343208;-0.00520138;-0.0244726;0.00383207;0.0639149;0.0355414;0.0101751;0.0180801;-0.0298348;0.00967539;0.025634;0.027004;-0.0604474;0.0596265;0.0547788;0.0299792;0.0159414;-0.0680246;-0.0718873
72;The.doctor.bought.the.used.boat.;doctor.bought.boat;0.712098;-0.258816;0.122072;-0.0128761;-0.0834535;0.0642222;0.0760299;-0.0638423;0.117112;0.16615;-0.0986447;-0.017834;-0.00364821;0.0402393;-0.0129686;0.0268398;-0.0172765;-0.00407194;0.0160989;0.0436281;0.0161571;0.0311704;0.071363;-0.0623222;0.0876989;0.00854738;-0.00399073;0.0515927;0.0485566;0.0664054;0.459724;-0.173389;-0.410182;0.0975602;-0.0999242;-0.144773;0.0819382;-0.0712349;-0.0281902;0.0558856;0.111026;-0.00443417;-0.0766407;-0.0501283;-0.0701429;-0.0653285;-0.0554576;-0.0325163;-0.0410075;-0.0952427;0.0880542;-0.115131;0.00490047;-0.0600582;0.0304683;-0.0841601;-0.0874171;-0.0297629;0.0687086;0.0883604;0.723357;-0.184624;0.13507;-0.0434277;-0.0285352;0.0450323;0.0352851;-0.171899;0.0326583;0.193121;-0.0996679;0.0400142;-0.0237366;-0.0278477;-0.0286939;-0.0309682;-0.0402944;0.0533931;-0.00751425;0.0252054;0.0145526;0.0210211;0.0184961;-0.0543735;-0.0353586;0.0125418;0.00346832;-0.013025;0.0403132;0.0388023
73;The.doctor.helped.the.injured.policeman.;doctor.helped.policeman;0.712098;-0.258816;0.122072;-0.0128761;-0.0834535;0.0642222;0.0760299;-0.0638423;0.117112;0.16615;-0.0986447;-0.017834;-0.00364821;0.0402393;-0.0129686;0.0268398;-0.0172765;-0.00407194;0.0160989;0.0436281;0.0161571;0.0311704;0.071363;-0.0623222;0.0876989;0.00854738;-0.00399073;0.0515927;0.0485566;0.0664054;0.538676;-0.283573;-0.479858;0.0594679;-0.0937289;-0.161879;0.0255215;-0.103807;-0.0990866;0.0810604;0.159378;-0.0444414;-0.105261;-0.0931681;0.00863447;-0.0454231;-0.108762;-0.0813653;0.0270335;-0.0717187;0.0791326;-0.105874;0.0585271;-0.0630696;0.0130032;-0.0723477;-0.0509975;-0.0274985;0.066542;0.0418193;0.661827;-0.274907;0.163216;-0.0341729;-0.199573;0.0930971;0.204701;0.024351;0.1621;0.149378;-0.0951346;-0.00718342;0.0418537;-0.0651712;0.0449316;0.0234092;-0.0332437;-0.106662;0.0058564;-0.00357018;0.0112648;-0.0264763;-0.016084;-0.071492;0.0403674;0.0153778;0.0187994;0.0604098;-0.0667539;0.0593796
74;The.doctor.stole.the.book.;doctor.stole.book;0.712098;-0.258816;0.122072;-0.0128761;-0.0834535;0.0642222;0.0760299;-0.0638423;0.117112;0.16615;-0.0986447;-0.017834;-0.00364821;0.0402393;-0.0129686;0.0268398;-0.0172765;-0.00407194;0.0160989;0.0436281;0.0161571;0.0311704;0.071363;-0.0623222;0.0876989;0.00854738;-0.00399073;0.0515927;0.0485566;0.0664054;0.597282;-0.0999776;-0.233727;0.000809231;-0.192503;-0.241207;0.100527;-0.117376;0.0151183;0.0119822;0.0958347;-0.0406675;-0.00787697;-0.157187;-0.0420602;0.0284073;-0.149586;-0.0812868;-0.0437072;-0.116102;0.0833495;-0.147214;0.054317;0.00826188;-0.0304005;-0.0957237;-0.0570373;0.00191192;-0.00502931;0.0266268;0.7333;-0.175474;0.0871558;0.0285537;-0.0632605;0.0459813;0.0011436;-0.231332;0.103095;0.210272;-0.0443147;0.0134725;-0.0750597;0.0467591;-0.0130647;-0.0129554;-0.0497151;-0.00859032;0.0188969;0.0240335;0.0108582;0.0212775;0.0261972;0.0349891;0.00535143;-0.0195459;0.0244095;-0.00534251;0.0389991;0.0153963
75;The.dog.ate.the.egg.;dog.ate.egg;0.720336;-0.162456;0.0691821;-0.0260216;-0.0242421;0.0044962;0.0551078;-0.208216;-0.0109851;0.201593;-0.153132;0.05902;0.0307677;-0.00647851;-0.0900865;0.077082;-0.0481665;0.109676;-0.0811072;0.113664;0.029928;-0.0331054;0.046829;-0.0962851;-0.0399111;-0.0215027;0.0484937;-0.011632;0.0167731;0.06127;0.608733;-0.0945441;-0.276014;0.0524997;-0.106997;-0.170742;0.0428949;-0.121149;0.013188;0.0162891;0.150903;0.0122087;0.0574537;-0.125665;-0.114573;-0.0200077;-0.13896;-0.0739537;-0.0821888;-0.123386;0.0817512;-0.11722;0.0570707;-0.00630005;0.0281715;-0.109302;-0.0621868;-0.0310081;2.92178e-05;0.0541904;0.754453;-0.158049;0.095663;-0.0294713;-0.00603932;0.0157233;-0.0074865;-0.0817756;-0.0293719;0.0323865;-0.024413;-0.0258632;0.00714539;-0.0480038;-0.0332831;-0.00579839;-0.065079;0.119349;-0.025617;0.0537225;-0.0206009;0.0452052;-0.0244208;0.127826;-0.0910323;-0.0590811;-0.0611828;-0.0135636;-0.00653024;0.0619879
76;The.dog.broke.the.television.;dog.broke.television;0.720336;-0.162456;0.0691821;-0.0260216;-0.0242421;0.0044962;0.0551078;-0.208216;-0.0109851;0.201593;-0.153132;0.05902;0.0307677;-0.00647851;-0.0900865;0.077082;-0.0481665;0.109676;-0.0811072;0.113664;0.029928;-0.0331054;0.046829;-0.0962851;-0.0399111;-0.0215027;0.0484937;-0.011632;0.0167731;0.06127;0.592551;-0.253598;-0.339088;0.0414764;-0.129422;-0.143416;0.0748954;-0.12332;-0.018647;0.0837783;0.0807574;-0.0406099;-0.0241478;-0.10859;-0.0337665;0.00484278;-0.17435;-0.0624902;-0.025702;-0.0835396;0.0589615;-0.124169;0.0292501;0.022185;0.000308013;-0.0589485;-0.065089;-0.0179672;-0.0032958;0.0506847;0.705766;-0.143405;0.0322423;-0.0402838;0.051503;0.00898971;-0.112842;-0.186225;-0.0643122;0.117902;-0.0802654;-0.00920545;-0.0172609;0.0372223;0.0127944;-0.0115676;-0.0120668;0.0117109;0.0346716;-0.0307781;0.0166774;0.00485369;0.0229831;-0.0170348;0.00403291;-0.026494;0.0513893;-0.0218029;0.037948;0.00913296
77;The.dog.drank.water.;dog.drank.water;0.720336;-0.162456;0.0691821;-0.0260216;-0.0242421;0.0044962;0.0551078;-0.208216;-0.0109851;0.201593;-0.153132;0.05902;0.0307677;-0.00647851;-0.0900865;0.077082;-0.0481665;0.109676;-0.0811072;0.113664;0.029928;-0.0331054;0.046829;-0.0962851;-0.0399111;-0.0215027;0.0484937;-0.011632;0.0167731;0.06127;0.529736;-0.181238;-0.364607;0.0118253;-0.148062;-0.208069;0.0137482;-0.0629204;-0.0212522;-0.0154286;0.0978838;-0.0321999;0.0697384;-0.208878;-0.143362;-0.0242244;-0.0873905;-0.100368;-0.0758589;-0.139414;0.0763592;-0.140959;0.0364915;-0.0312059;0.0233745;-0.100759;-0.0700708;-0.0172964;0.0394333;0.091325;0.77441;-0.251344;0.0743084;-0.0254952;0.0666419;0.0311609;-0.125827;-0.114736;-0.0672847;0.0426013;-0.0260596;0.0232413;-0.0117822;-0.0137373;0.0914956;0.0102395;-0.0336786;0.081735;-0.0196892;0.00246058;0.0399797;0.0202536;0.00696662;-0.0157995;-0.0538999;-0.0217948;-0.0422871;-0.0827677;0.0438398;0.00537243
78;The.dog.ran.in.the.park.;dog.ran.;0.720336;-0.162456;0.0691821;-0.0260216;-0.0242421;0.0044962;0.0551078;-0.208216;-0.0109851;0.201593;-0.153132;0.05902;0.0307677;-0.00647851;-0.0900865;0.077082;-0.0481665;0.109676;-0.0811072;0.113664;0.029928;-0.0331054;0.046829;-0.0962851;-0.0399111;-0.0215027;0.0484937;-0.011632;0.0167731;0.06127;0.64035;-0.160917;-0.323643;0.0316957;-0.136152;-0.191466;0.0207937;-0.14671;0.000667903;0.0925471;0.162049;-0.0342681;0.0152808;-0.138988;-0.0325922;-0.0184746;-0.195142;-0.0889297;-0.0457694;-0.118414;0.0784756;-0.135734;0.0493271;-0.0237968;-0.0105836;-0.0765757;-0.0691032;-0.0505327;0.0224887;0.0379074;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
79;The.door.was.blue.;door.was.blue;0.683204;-0.219502;0.173224;-0.0268883;-0.0602903;0.0813565;0.0755946;-0.134463;0.0721205;0.131447;0.0147463;0.0657772;-0.0336454;-0.065918;-0.0644671;-0.0589965;-0.0688766;0.144046;-0.0126317;0.0101808;0.00168808;0.0544628;-0.0201808;-0.014224;-0.0599216;0.0257603;-0.0701797;-0.0441066;0.0760558;0.0112222;0.606418;-0.163899;-0.23734;0.013636;-0.195265;-0.164073;-0.0426718;-0.264093;-0.047737;0.187805;0.168008;-0.104679;-0.0687691;-0.106101;0.103015;0.0141193;-0.276659;-0.107922;0.00954951;0.00349804;0.0626576;-0.0889314;0.0419047;0.0352784;0.0106005;-0.03506;-0.0624243;-0.0526197;-0.0236216;-0.00410861;0.776381;-0.052052;0.0336607;-0.00696072;0.0367245;-0.0128048;0.0189749;-0.131347;-0.0220574;0.162559;-0.091509;-0.000144871;-0.024139;-0.00888973;0.000411322;-0.0487989;-0.0539456;0.14908;-0.0455406;-0.027441;0.0762598;8.03055e-05;-0.0134549;0.0277551;-0.0760832;-0.0547614;-0.0620848;-0.084807;-0.00941502;0.000699551
80;The.driver.wanted.cold.tea.;driver.wanted.tea;0.737977;-0.142427;0.136643;0.0225929;-0.0627168;0.0429022;0.0776004;-0.205735;0.0231988;0.0796927;-0.0246076;-0.0649878;-0.0234468;0.0487841;0.075441;-0.0543642;-0.0600256;0.0311477;0.079588;0.0652613;0.00329461;0.00379286;0.0256604;-0.0225001;-0.0240199;0.047322;-0.0578317;-0.0398195;0.0545223;0.0146572;0.559017;-0.151122;-0.326783;0.100981;-0.129931;-0.161306;0.035844;-0.173742;0.00963714;0.0844066;0.120329;0.0054136;-0.0342543;-0.0109493;-0.0941357;-0.0287744;-0.0795099;-0.0559997;-0.0651596;-0.121059;0.0611317;-0.155804;0.0578677;-0.0165608;0.0444886;-0.0609755;-0.0480271;-0.0292726;0.00145067;0.0525267;0.713782;-0.0921579;0.0354804;-0.040966;0.0334309;-0.0740729;-0.046222;-0.12816;-0.0758152;0.0524505;-0.13371;-0.00439974;0.0325584;-0.0267821;-0.0277708;-0.0215611;0.000793;0.0799351;-0.0347121;-0.0535655;0.0719986;0.0109093;0.0386418;0.0297075;-0.0359469;-0.0708606;-0.061924;-0.0160206;-0.00765772;0.0246091
81;The.duck.flew.;duck.flew.;0.745537;-0.079934;0.0468758;-0.0155099;-0.080598;-0.0609014;0.0963616;-0.107199;0.0905489;0.078962;-0.0989798;0.0326833;0.00311359;-0.0228881;0.0109744;0.0304243;-0.0181419;0.0504209;-0.0408981;-0.0409718;0.0417525;-0.00877595;-0.0321863;-0.00121046;-0.0449996;-0.0455661;-0.0156623;-0.0121451;-0.044186;0.0180178;0.559786;-0.147803;-0.269344;-0.0134346;-0.228296;-0.197688;0.00969551;-0.131858;-0.00119462;0.0589501;0.146715;-0.0366571;0.0252712;-0.189527;-0.0384714;0.0136932;-0.185892;-0.118737;-0.06566;-0.11706;0.0789916;-0.135508;0.00855366;0.0262784;0.00459309;-0.0606446;-0.0704172;-0.0206754;-0.0187054;0.0654087;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
